source_path,size_bytes,sha256,disposition,canonical_target,reason
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/addition_noise/e1e2.png,42176,f3b940e84de6bb1f743b26af68eb34c8183e96a5471b40d3d9fc16ac6c1b04dd,superseded-asset,src/content/blog/bfv-homomorphic-encryption.md,Intermediate BFV noise component figure superseded by the retained combined plot and corrected article.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/addition_noise/eu1u2.png,31928,0e4f998f3c92f967270cdb5c51e674aab4a57064807629ae02e1aa7e9422f8e8,superseded-asset,src/content/blog/bfv-homomorphic-encryption.md,Intermediate BFV noise component figure superseded by the retained combined plot and corrected article.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/addition_noise/plot.png,27347,0c43da45985ca0da22f4cd176bed05bb1273e4f31d7c416cd554e24fc06ba3b5,integrated-asset,public/images/blog/bfv/addition-noise.png,Selected BFV noise figure retained for the canonical article.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/addition_noise/se1e2.png,32054,6a008547d1a4f0d61b560e2bd693999087de245f480f4d9114db27767ac30477,superseded-asset,src/content/blog/bfv-homomorphic-encryption.md,Intermediate BFV noise component figure superseded by the retained combined plot and corrected article.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/ModularNumbers.drawio,1801,ef2fd472882502379dc7d6330497a392f9d193f67640e16e97d999762bef503c,reference-only,src/content/blog/bfv-homomorphic-encryption.md,BFV experiment/notebook source informed cleanup but is not copied into the active tree.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/ModularNumbers.pdf,23795,a8a5a9de213f9c6f003fd257dc83020bc98b3b99e273521b1dd0b838b50ef4c7,excluded-paper-or-pdf,—,PDF/diagram source excluded under compact-master policy; no papers are bundled.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/ModularNumbers.png,42477,e38e60b8950ad557a85f5f80e9c9d1d43d18d8c95c4c109fdc1e92c006ee68ca,integrated-asset,public/images/blog/bfv/modular-numbers.png,Selected BFV explanatory figure retained for the canonical article.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/multiplication_noise/plot.png,36216,5d5e294d7932b7694cafe48c410b49ecc8f4fdf0643c817cecdbf40d17586d47,integrated-asset,public/images/blog/bfv/multiplication-noise.png,Selected BFV noise figure retained for the canonical article.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/PolynomialTorus.drawio,6833,0e360090eae91704b678142940e209320f2aacafbf5995c2195d7c0630c037a7,reference-only,src/content/blog/bfv-homomorphic-encryption.md,BFV experiment/notebook source informed cleanup but is not copied into the active tree.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/bfv/PolynomialTorus.png,84048,860f5fe8b1b580417a5c168811169113c08ce0e6a93db4d870659b382e63a1c6,integrated-asset,public/images/blog/bfv/polynomial-torus.png,Selected BFV explanatory figure retained for the canonical article.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/HE.drawio,2374,5d2bb4c4976fe0fb024a4be94cbca012b04103ae912ef25436851d31d848cde3,reference-only,src/content/blog/bfv-homomorphic-encryption.md,BFV experiment/notebook source informed cleanup but is not copied into the active tree.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/images/HE.png,34948,82fa16c1b92889f73e287efcf749ba1a2440470d0f40c59321178076c7cbf12d,integrated-asset,public/images/blog/bfv/he.png,Selected BFV explanatory figure retained for the canonical article.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/test_error_addition.ipynb,3710655,122825c7074c344061c4b32c5b1cfa51f3462bd80c161e774014407f4292304d,reference-only,src/content/blog/bfv-homomorphic-encryption.md,BFV experiment/notebook source informed cleanup but is not copied into the active tree.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/BFV_theory/test_error_multiplication.ipynb,4772423,76f9f5fe16acecfe70997b3cfe2d46245d534a6ef0eb41b9c5655531b3eeca22,reference-only,src/content/blog/bfv-homomorphic-encryption.md,BFV experiment/notebook source informed cleanup but is not copied into the active tree.
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments/EncryptedProcessing.py,9278,7b13b2bfc34d03d18e0fa199d5cbfcd623a255ca14b79f57c51810e417a1bd2f,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments/LeNet1.pt,17125,8635e88b13a644a4c11cc7bf0ab920edaf31f01d8a5934b8d262831939c1e2fc,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments/LeNet1_Approx_single_square.pt,16997,d9a2466bedfd835303b34ac774cb0c78737b34982714650fe373acfe9d96aaf7,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments/LeNet1_single_tanh.pt,16997,4c43588b538c4f8cabba03a754dafe65ae18480375adeb8e44188faea1738688,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments/MemoryAndTime/.directory,94,40eb512dc01ff0fcdb509f35422ccfea9df58b148aaf29a4e1f70f5b1f83dfda,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments/MemoryAndTime/Encrypted/experiment.py,8361,9ce25c56ec595108af72d4584f77cd57ea1a809923319f630633096967505614,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments/MemoryAndTime/Plain/experiment.py,2486,63873742947fa4fd96986d3c9f07dc72b4868179c85158ecf4fd50458d7ffa75,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments/ModelExperiments.py,5097,cd4afcac91db392fbef11ad62760568873e8ac09eb33f397fc74e50239748698,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_FashionMNIST/EncryptedProcessing.py,9285,f029fe69ed95025d5c0087fbbf6adb4d28342a959d0fe37fd7ab62949faaeb75,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_FashionMNIST/LeNet1.pt,16791,ce4fe99a7ef09703d19fde54ad721001c2091d60465fc11170c4c8da21b6d23d,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_FashionMNIST/LeNet1_Approx_single_square.pt,16663,43ea38d7c1b6ee7dfd24fed2dd5aecb024d60ca9a468302a193000a12b9b6dad,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_FashionMNIST/LeNet1_single_tanh.pt,16727,be9a5f81bf2fca6126f1beb307ebfaea577c4e2d2db9432b7edc1153d79779ce,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_FashionMNIST/MemoryAndTime/.directory,94,40eb512dc01ff0fcdb509f35422ccfea9df58b148aaf29a4e1f70f5b1f83dfda,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_FashionMNIST/MemoryAndTime/Encrypted/experiment.py,8361,9ce25c56ec595108af72d4584f77cd57ea1a809923319f630633096967505614,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_FashionMNIST/MemoryAndTime/Plain/experiment.py,2486,63873742947fa4fd96986d3c9f07dc72b4868179c85158ecf4fd50458d7ffa75,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_FashionMNIST/ModelExperiments.py,5722,23d568af7d1be3cfa19c58011db392fa6b1487b382ddb4b6a00b74c43f48e29f,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_MNIST/EncryptedProcessing.py,9278,7b13b2bfc34d03d18e0fa199d5cbfcd623a255ca14b79f57c51810e417a1bd2f,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_MNIST/LeNet1.pt,17125,8635e88b13a644a4c11cc7bf0ab920edaf31f01d8a5934b8d262831939c1e2fc,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_MNIST/LeNet1_Approx_single_square.pt,16997,d9a2466bedfd835303b34ac774cb0c78737b34982714650fe373acfe9d96aaf7,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_MNIST/LeNet1_single_tanh.pt,16997,4c43588b538c4f8cabba03a754dafe65ae18480375adeb8e44188faea1738688,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_MNIST/MemoryAndTime/.directory,94,40eb512dc01ff0fcdb509f35422ccfea9df58b148aaf29a4e1f70f5b1f83dfda,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_MNIST/MemoryAndTime/Encrypted/experiment.py,8361,9ce25c56ec595108af72d4584f77cd57ea1a809923319f630633096967505614,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_MNIST/MemoryAndTime/Plain/experiment.py,2486,63873742947fa4fd96986d3c9f07dc72b4868179c85158ecf4fd50458d7ffa75,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/Experiments_MNIST/ModelExperiments.py,5097,cd4afcac91db392fbef11ad62760568873e8ac09eb33f397fc74e50239748698,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/HE-ML/HE-ML.ipynb,36310,f85c97420c9e708f75f4a69afc475f9aeb6d020c78ac69e3d1f49b590d2304b1,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/HE-ML/HE_processing.drawio,245960,ab91da2439bcbc92911b116648e7548d10660b85f88a943c46cb9b734e4f506b,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/HE-ML/HE_processing.png,175627,b699b48fe6b2c2216fed7b40acc0fe27b385150f5347285185fd57f886a894f9,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/HE-ML/LeNet1.pt,16791,7ad506e6021ff0389abc5facfc3594a67acc35d9071af69e94e1dc3a6300798a,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/HE-ML/LeNet1_Approx.pt,16791,7ad506e6021ff0389abc5facfc3594a67acc35d9071af69e94e1dc3a6300798a,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/README.md,2156,bdeb6d1f06473a08cfa867d9ab61609ab462168a01df43e540d054d1437939ef,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/WCCI2022/Tutorial_complete.ipynb,140045,59a643dcc18e1cdb8c65b50a898e082e816bc8671dc6f3de4345e0f907d84d90,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Introduction-to-BFV-HE-ML-main/Introduction-to-BFV-HE-ML-main/WCCI2022/Tutorial_to_fill.ipynb,65229,4c26edc85cae387dc53790a3a7a2204a45422bcf93bdd3df3e60263fe9fe9a10,out-of-scope-reference,—,"HE-on-ML models, checkpoints, and experiment scripts are outside the canonical lattice path and are not carried."
Lattices/Lattice-Attacks-on-EC-DSA-master.zip,30685650,ceee8edf5f7ff1b5226208fefc49beab5c8a81e1808b96a6ca0477c7307e1d3a,superseded-by-canonical-work,src/content/blog/lattice-cryptanalysis-bridge.md,Old third-party ECDSA lattice-attack archive is covered conceptually by the lattice-cryptanalysis bridge and existing ECDSA article.
Lattices/lattice-based-cryptanalysis-main/.gitignore,51,4603f22b76014158936d993ef212a32c4b5658e5fdf3bb8ee32aa04c41e7f24e,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/docs/README.md,15987,91e9d9e33ce29464337647d4dcdf0eedb587b1093bb2e0bc343c020f525adbcd,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/attacks/bleichenbacher98.sage,695,a539852b1c4b228fec8d86f437fab0b3091dbdad286afad2d84a9badec66d0a6,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/attacks/boneh_durfee.sage,536,087b18b7174fe700b626ac025f08d04db799b9cf8a5534cb7c51aee812b69d87,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/attacks/ecdsa_biased_nonce.sage,2856,edfc16a8e6e793d02d7543c6d86314bf1751f84719dd601074a796ea229c53f3,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/attacks/ecdsa_key_disclosure.sage,1403,1a4e60f3441d25b2c721983ce814602e38aa75cc1462adbb2f4efe732de7555c,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/attacks/ecdsa_nonce_hash_xor_privkey.sage,982,be9f87acab6ce0066e0f57b9de7a85a12556fc28d3cd52bec8d8ae1baf14a6f1,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/attacks/partial_key_exposure.sage,1322,78421dbe5e162cba596a27ee9634c150b3daadb81af9eb9dd6cea3cdf2afb375,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/attacks/rsa_stereotyped_message.sage,1238,29e546a454d8edade70a86a13c46afa8ef05a7059e6b2d805ea0f185548fff11,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/problems/hidden_number_problem.sage,2413,7b26ea40e003a087ee48dba10cbfc4464748e7f0af3d9330f879d1bd14ecd2ef,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/problems/knapsack.sage,2433,05d19c92d10049bf343db0a003ab8efa21bbe87800bbe6d8202a26e8f57d7cd0,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/examples/problems/small_roots.sage,3679,df6fe8ef08dac9c6b9407f5fe3ceccbb998dfe7601bb772613b2f37e38809b41,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/attacks/bleichenbacher98.sage,588,7422830668bf2704bce2aeabe00675f99ebd120379b7385f5a631346657dd3bd,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/attacks/boneh_durfee.sage,288,3255865368fad3b7be9c4970ec5079bb91464239150cd264f3d09cc9ded5ff0f,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/attacks/ecdsa_biased_nonce.sage,1147,7cb9928925b8627233535aff46007b5f4c67a339e90936e1a04ba5b4b50e5b66,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/attacks/ecdsa_key_disclosure.sage,376,ba133a7da2ae38ede02d89956290fa664b0493b93ac8f9eb49c459d47ab4322e,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/attacks/ecdsa_nonce_hash_xor_privkey.sage,691,d6753989135c31b9750dbf44f782faca6851f4422d9a832017f20ae7a8b04ead,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/attacks/partial_key_exposure_rsa.sage,379,ea000e1bab279a5c5e970c61d3962620ac19882281ae26d3f1d6c3abdb36a66f,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/attacks/rsa_stereotyped_message.sage,516,d3ed354ab8a25da2e51aa0f795191a700be5dc9ad735231d50ccf5531a79a4ca,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/common/babai_cvp.sage,270,0bf9957a1319903f75892aa8d788762c6dd3a67dba3cfa4f081c9847a0388677,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/common/flatter.sage,284,effbd623d81e5c60298a7e769c13ab4cf16bd773e7664319b37832c3a77bf8c9,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/common/systems_solvers.sage,2287,eb9206a34cf5be949f5432ac9a7b9e1edeecf60514cf5ad7bc317da635ff260c,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/problems/hidden_number_problem.sage,6453,8c2db20c8e92a43128b2c214628d117903520864ea11a961c2a61f6a7b1f4a61,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/problems/knapsack.sage,3001,334d83ec2c5d8584222260f596853e12f3d1aab58b377f66e12e935e95a6fc87,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/problems/small_roots.sage,4914,219f91b0bd2e54311aa40b8565acdf9b431abab50c6ea9b99bb9367db188f72d,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/lbc_toolkit/__init__.py,1259,cf58c9bade14e282771b0ee61d6dbf5348e52027df85343986aa5be2e90cd685,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/LICENSE,1069,dd815943074610e88da862722c1d99cb9cee2fb79be99aff8fe9ca758fa245fd,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
